Mostres_ESP32,Valor1_mV, Valor2_mV
1778,123, 0
1779,116, 0
1780,125, 0
1781,122, 0
1782,121, 0
1783,124, 0
1784,120, 0
1785,119, 0
1786,113, 0
1787,111, 0
1788,108, 0
1789,115, 0
1790,108, 0
1791,108, 0
1792,104, 0
1793,104, 0
1794,91, 0
1795,92, 0
1796,92, 4
1797,87, 0
1798,105, 0
1799,87, 0
1800,92, 8
1801,91, 0
1802,96, 12
1803,88, 14
1804,90, 91
1805,92, 10
1806,90, 44
1807,69, 0
1808,61, 0
1809,60, 0
1810,58, 0
1811,58, 0
1812,63, 0
1813,73, 0
1814,76, 0
1815,70, 0
1816,74, 0
1817,73, 0
1818,75, 0
1819,84, 0
1820,80, 0
1821,86, 0
1822,87, 0
1823,88, 9
1824,100, 0
1825,101, 23
1826,100, 27
1827,101, 0
1828,103, 1
1829,102, 0
1830,99, 0
1831,120, 18
1832,128, 91
1833,127, 53
1834,141, 6
1835,140, 0
1836,134, 0
1837,127, 0
1838,121, 0
1839,113, 0
1840,121, 0
1841,119, 0
1842,115, 0
1843,116, 0
1844,121, 0
1845,115, 0
1846,115, 0
1847,108, 0
1848,116, 0
1849,108, 0
1850,113, 0
1851,113, 0
1852,107, 0
1853,96, 0
1854,99, 0
1855,86, 0
1856,87, 21
1857,94, 0
1858,89, 0
1859,89, 0
1860,78, 3
1861,75, 8
1862,85, 9
1863,93, 2
1864,87, 45
1865,96, 54
1866,91, 15
1867,77, 0
1868,76, 0
