Mostres_ESP32,Valor1_mV, Valor2_mV
404,401, 27
405,395, 28
406,374, 21
407,363, 17
408,337, 7
409,329, 3
410,318, 0
411,301, 0
412,278, 0
413,218, 0
414,115, 0
415,61, 0
416,21, 0
417,15, 0
418,43, 0
419,87, 0
420,86, 0
421,83, 0
422,64, 0
423,40, 0
424,17, 0
425,0, 0
426,0, 0
427,6, 0
428,27, 0
429,58, 0
430,51, 0
431,69, 0
432,84, 0
433,77, 0
434,68, 0
435,72, 0
436,84, 0
437,73, 0
438,57, 0
439,40, 0
440,19, 0
441,6, 0
442,0, 0
443,0, 0
444,13, 0
445,53, 0
446,35, 0
447,2, 0
448,12, 0
449,121, 0
450,220, 0
451,264, 0
452,282, 0
453,328, 0
454,343, 0
455,377, 6
456,411, 15
457,431, 30
458,465, 40
459,469, 46
460,473, 51
461,479, 57
462,476, 58
463,453, 54
464,431, 45
465,409, 38
466,374, 28
467,338, 18
468,295, 3
469,265, 0
470,237, 0
471,233, 0
472,223, 0
473,215, 0
474,169, 0
475,79, 0
476,22, 0
477,8, 0
478,19, 0
479,52, 0
480,95, 0
481,107, 0
482,102, 0
483,81, 0
484,57, 0
485,37, 0
486,7, 0
487,0, 0
488,0, 0
489,1, 0
490,19, 0
491,25, 0
492,45, 0
493,68, 0
494,68, 0
495,62, 0
496,67, 0
497,70, 0
498,61, 0
499,44, 0
500,31, 0
501,10, 0
502,0, 0
503,0, 0
504,4, 0
505,0, 0
506,1, 0
507,0, 0
508,1, 0
509,30, 0
510,136, 0
511,216, 0
512,263, 0
513,286, 0
514,305, 0
515,324, 0
516,345, 0
517,361, 3
518,371, 6
519,374, 9
520,391, 15
521,402, 21
522,409, 25
523,425, 27
524,416, 32
525,413, 31
526,400, 26
527,381, 27
528,370, 19
529,331, 10
530,318, 6
531,300, 0
532,286, 0
533,262, 0
534,238, 0
535,180, 0
536,74, 0
537,19, 0
538,9, 0
539,13, 0
540,54, 0
541,83, 0
542,92, 0
543,86, 0
544,79, 0
545,54, 0
546,37, 0
547,17, 0
548,0, 0
549,0, 0
550,13, 0
551,30, 0
552,43, 0
553,64, 0
554,74, 0
555,74, 0
556,72, 0
557,93, 0
558,95, 0
559,92, 0
560,83, 0
561,70, 0
562,39, 0
563,3, 0
564,0, 0
565,0, 0
566,21, 0
567,55, 0
568,44, 0
569,23, 0
570,6, 0
571,125, 0
572,218, 0
573,280, 0
574,317, 0
575,344, 0
576,373, 6
577,444, 20
578,499, 44
579,505, 58
580,507, 70
581,494, 71
582,481, 68
583,475, 63
584,465, 57
585,435, 51
586,415, 41
587,410, 34
588,391, 30
589,390, 25
590,380, 23
591,363, 19
592,348, 11
593,321, 5
594,294, 0
595,276, 0
596,196, 0
597,79, 0
598,6, 0
599,0, 0
600,2, 0
601,4, 0
602,21, 0
603,39, 0
604,40, 0
605,40, 0
606,10, 0
607,6, 0
608,0, 0
609,0, 0
610,0, 0
611,0, 0
612,0, 0
613,0, 0
614,8, 0
615,0, 0
616,0, 0
617,0, 0
618,0, 0
619,0, 0
620,0, 0
621,9, 0
622,0, 0
623,0, 0
624,3, 0
625,5, 0
626,4, 0
627,6, 0
628,14, 0
629,0, 0
630,25, 0
631,103, 0
632,226, 0
633,313, 0
634,371, 0
635,411, 15
636,439, 28
637,444, 38
638,441, 40
639,409, 38
640,364, 23
641,342, 12
642,313, 2
643,312, 0
644,312, 0
645,318, 0
646,314, 0
647,310, 0
648,292, 0
649,241, 0
650,201, 0
651,159, 0
652,137, 0
653,133, 0
654,141, 0
655,155, 0
656,165, 0
657,115, 0
658,25, 0
659,19, 0
660,4, 0
661,2, 0
662,59, 0
663,95, 0
664,130, 0
665,139, 0
666,128, 0
667,102, 0
668,67, 0
669,30, 0
670,0, 0
671,4, 0
672,38, 0
673,75, 0
674,101, 0
675,130, 0
676,159, 0
677,160, 0
678,163, 0
679,158, 0
680,115, 0
681,39, 0
682,3, 0
683,83, 0
684,189, 0
685,262, 0
686,309, 0
687,316, 0
688,263, 0
689,168, 0
690,104, 0
691,36, 0
692,0, 0
693,15, 0
694,46, 0
695,63, 0
696,36, 0
697,2, 0
698,53, 0
699,153, 0
700,238, 0
701,325, 0
702,420, 6
703,467, 29
704,506, 51
705,533, 70
706,559, 85
707,570, 94
708,569, 97
709,583, 106
710,552, 107
711,517, 95
712,470, 81
713,432, 61
714,409, 47
715,394, 35
716,360, 22
717,325, 11
718,202, 0
719,61, 0
720,2, 0
721,3, 0
722,19, 0
723,77, 0
724,103, 0
725,93, 0
726,65, 0
727,13, 0
728,22, 0
729,108, 0
730,202, 0
731,279, 0
732,313, 0
733,318, 1
734,294, 1
735,236, 0
736,199, 0
737,170, 0
738,142, 0
739,127, 0
740,131, 0
741,127, 0
742,91, 0
743,67, 0
744,17, 0
745,0, 0
746,0, 0
747,0, 0
748,3, 0
749,38, 0
750,59, 0
751,31, 0
752,0, 0
753,30, 0
754,153, 0
755,232, 0
756,275, 0
757,302, 0
758,348, 0
759,393, 7
760,445, 25
761,483, 43
762,504, 56
763,525, 73
764,529, 83
765,527, 79
766,533, 84
767,517, 83
768,519, 81
769,518, 80
770,491, 76
771,465, 65
772,444, 58
773,385, 40
774,316, 14
775,269, 1
776,251, 0
777,244, 0
778,241, 0
779,173, 0
780,106, 0
781,93, 0
782,131, 0
783,160, 0
784,228, 0
785,270, 0
786,297, 0
787,300, 0
788,277, 0
789,235, 0
790,190, 0
791,136, 0
792,87, 0
793,51, 0
794,10, 0
795,9, 0
796,0, 0
797,0, 0
798,1, 0
799,6, 0
800,38, 0
801,77, 0
802,95, 0
803,93, 0
804,83, 0
805,36, 0
806,1, 0
807,0, 0
808,21, 0
809,6, 0
810,3, 0
811,25, 0
812,19, 0
813,0, 0
814,63, 0
815,193, 0
816,299, 0
817,340, 0
818,340, 1
819,332, 2
820,314, 0
821,300, 0
822,285, 0
823,310, 0
824,347, 0
825,385, 3
826,393, 12
827,406, 21
828,401, 21
829,365, 18
830,346, 10
831,340, 6
832,341, 4
833,345, 5
834,307, 2
835,244, 0
836,175, 0
837,101, 0
838,46, 0
839,26, 0
840,1, 0
841,29, 0
842,30, 0
843,3, 0
844,0, 0
845,31, 0
846,44, 0
847,30, 0
848,31, 0
849,30, 0
850,59, 0
851,107, 0
852,152, 0
853,189, 0
854,213, 0
855,216, 0
856,173, 0
857,121, 0
858,23, 0
859,47, 0
860,138, 0
861,220, 0
862,263, 0
863,245, 0
864,166, 0
865,59, 0
866,20, 0
867,115, 0
868,192, 0
869,242, 0
870,204, 0
871,102, 0
872,9, 0
873,69, 0
874,183, 0
875,256, 0
876,272, 0
877,264, 0
878,184, 0
879,39, 0
880,55, 0
881,161, 0
882,270, 0
883,308, 0
884,316, 0
885,312, 0
886,294, 0
887,318, 0
888,332, 0
889,356, 2
890,365, 3
891,388, 10
892,403, 19
893,401, 22
894,379, 22
895,332, 11
896,305, 2
897,311, 0
898,311, 0
899,368, 2
900,396, 13
901,338, 12
902,251, 1
903,212, 0
904,201, 0
905,220, 0
906,283, 0
907,301, 0
908,294, 0
909,244, 0
910,165, 0
911,65, 0
912,5, 0
913,14, 0
914,41, 0
915,24, 0
916,20, 0
917,19, 0
918,19, 0
919,37, 0
920,51, 0
921,24, 0
922,1, 0
923,0, 0
924,29, 0
925,76, 0
926,76, 0
927,81, 0
928,61, 0
929,81, 0
930,70, 0
931,42, 0
932,1, 0
933,0, 0
934,1, 0
935,44, 0
936,142, 0
937,234, 0
938,260, 0
939,266, 0
940,258, 0
941,243, 0
942,214, 0
943,189, 0
944,128, 0
945,65, 0
946,31, 0
947,36, 0
948,104, 0
949,204, 0
950,306, 0
951,402, 2
952,483, 28
953,505, 50
954,505, 63
955,505, 73
956,484, 71
957,439, 58
958,371, 38
959,286, 11
960,206, 0
961,124, 0
962,12, 0
963,57, 0
964,95, 0
965,107, 0
966,97, 0
967,38, 0
968,0, 0
969,6, 0
970,0, 0
971,0, 0
972,0, 0
973,9, 0
974,2, 0
975,0, 0
976,0, 0
977,0, 0
978,4, 0
979,10, 0
980,9, 0
981,1, 0
982,6, 0
983,35, 0
984,51, 0
985,89, 0
986,124, 0
987,123, 0
988,118, 0
989,111, 0
990,95, 0
991,102, 0
992,61, 0
993,0, 0
994,0, 0
995,0, 0
996,20, 0
997,129, 0
998,232, 0
999,270, 0
1000,265, 0
1001,251, 0
1002,238, 0
1003,237, 0
1004,246, 0
1005,246, 0
1006,251, 0
1007,213, 0
1008,168, 0
1009,165, 0
1010,203, 0
1011,258, 0
1012,289, 0
1013,286, 0
1014,289, 0
1015,300, 0
1016,322, 0
1017,348, 0
1018,388, 8
1019,431, 25
1020,457, 36
1021,476, 50
1022,486, 61
1023,434, 57
1024,367, 37
1025,347, 23
1026,338, 15
1027,306, 6
1028,278, 0
1029,229, 0
1030,173, 0
1031,133, 0
1032,85, 0
1033,38, 0
1034,2, 0
1035,44, 0
1036,138, 0
1037,206, 0
1038,257, 0
1039,276, 0
1040,266, 0
1041,232, 0
1042,156, 0
1043,44, 0
1044,5, 0
1045,34, 0
1046,35, 0
1047,27, 0
1048,29, 0
1049,24, 0
1050,1, 0
1051,5, 0
1052,37, 0
1053,104, 0
1054,163, 0
1055,145, 0
1056,57, 0
1057,15, 0
1058,177, 0
1059,338, 0
1060,430, 11
1061,487, 38
1062,516, 60
1063,552, 76
1064,593, 95
1065,647, 120
1066,689, 141
1067,722, 160
1068,725, 174
1069,691, 176
1070,636, 160
1071,555, 138
1072,452, 95
1073,353, 53
1074,280, 12
1075,181, 0
1076,43, 0
1077,26, 0
1078,103, 0
1079,115, 0
1080,60, 0
1081,6, 0
1082,25, 0
1083,81, 0
1084,56, 0
1085,17, 0
1086,46, 0
1087,69, 0
1088,111, 0
1089,153, 0
1090,149, 0
1091,118, 0
1092,91, 0
1093,59, 0
1094,9, 0
1095,19, 0
1096,89, 0
1097,108, 0
1098,84, 0
1099,38, 0
1100,2, 0
1101,10, 0
1102,19, 0
1103,27, 0
1104,48, 0
1105,44, 0
1106,11, 0
1107,1, 0
1108,10, 0
1109,41, 0
1110,35, 0
1111,41, 0
1112,18, 0
1113,1, 0
1114,37, 0
1115,102, 0
1116,122, 0
1117,105, 0
1118,60, 0
1119,19, 0
1120,145, 0
1121,249, 0
1122,310, 0
1123,331, 0
1124,360, 1
1125,400, 11
1126,457, 31
1127,523, 54
1128,575, 80
1129,607, 102
1130,597, 112
1131,548, 105
1132,479, 88
1133,403, 57
1134,341, 28
1135,315, 7
1136,293, 0
1137,243, 0
1138,227, 0
1139,207, 0
1140,199, 0
1141,200, 0
1142,206, 0
1143,184, 0
1144,149, 0
1145,41, 0
1146,0, 0
1147,12, 0
1148,18, 0
1149,1, 0
1150,29, 0
1151,85, 0
1152,119, 0
1153,124, 0
1154,90, 0
1155,47, 0
1156,15, 0
1157,10, 0
1158,38, 0
1159,92, 0
1160,115, 0
1161,101, 0
1162,89, 0
1163,52, 0
1164,58, 0
1165,75, 0
1166,46, 0
1167,0, 0
1168,30, 0
1169,103, 0
1170,166, 0
1171,208, 0
1172,226, 0
1173,191, 0
1174,148, 0
1175,139, 0
1176,136, 0
1177,96, 0
1178,44, 0
1179,6, 0
1180,120, 0
1181,273, 0
1182,376, 1
1183,460, 22
1184,508, 51
1185,517, 70
1186,513, 77
1187,479, 71
1188,420, 57
1189,384, 38
1190,387, 28
1191,409, 27
1192,452, 32
1193,496, 47
1194,512, 61
1195,525, 72
1196,537, 80
1197,533, 85
1198,515, 86
1199,446, 73
1200,285, 31
1201,145, 0
1202,27, 0
1203,0, 0
1204,0, 0
1205,8, 0
1206,1, 0
1207,0, 0
1208,38, 0
1209,89, 0
1210,133, 0
1211,193, 0
1212,159, 0
1213,105, 0
1214,39, 0
1215,7, 0
1216,0, 0
1217,12, 0
1218,12, 0
1219,3, 0
1220,6, 0
1221,74, 0
1222,200, 0
1223,305, 0
1224,402, 8
1225,435, 34
1226,414, 44
1227,364, 38
1228,287, 18
1229,196, 0
1230,110, 0
1231,30, 0
1232,6, 0
1233,48, 0
1234,64, 0
1235,85, 0
1236,54, 0
1237,1, 0
1238,34, 0
1239,45, 0
1240,19, 0
1241,62, 0
1242,175, 0
1243,232, 0
1244,248, 0
1245,257, 0
1246,286, 0
1247,338, 0
1248,398, 4
1249,433, 24
1250,463, 39
1251,503, 53
1252,555, 74
1253,613, 96
1254,635, 120
1255,600, 124
1256,532, 110
1257,494, 91
1258,457, 72
1259,420, 56
1260,389, 37
1261,359, 21
1262,356, 14
1263,383, 14
1264,423, 24
1265,427, 32
1266,403, 34
1267,311, 18
1268,264, 0
1269,271, 0
1270,283, 0
1271,305, 0
1272,342, 3
1273,319, 4
1274,263, 0
1275,169, 0
1276,35, 0
1277,50, 0
1278,145, 0
1279,200, 0
1280,199, 0
1281,163, 0
1282,115, 0
1283,57, 0
1284,1, 0
1285,19, 0
1286,71, 0
1287,112, 0
1288,118, 0
1289,109, 0
1290,102, 0
1291,54, 0
1292,3, 0
1293,4, 0
1294,23, 0
1295,31, 0
1296,4, 0
1297,13, 0
1298,0, 0
1299,6, 0
1300,51, 0
1301,102, 0
1302,223, 0
1303,327, 0
1304,379, 2
1305,421, 17
1306,464, 36
1307,496, 52
1308,535, 70
1309,564, 89
1310,568, 95
1311,567, 100
1312,515, 92
1313,411, 69
1314,270, 21
1315,97, 0
1316,25, 0
1317,112, 0
1318,133, 0
1319,103, 0
1320,39, 0
1321,14, 0
1322,61, 0
1323,154, 0
1324,214, 0
1325,254, 0
1326,270, 0
1327,256, 0
1328,168, 0
1329,75, 0
1330,21, 0
1331,0, 0
1332,12, 0
1333,57, 0
1334,71, 0
1335,104, 0
1336,109, 0
1337,99, 0
1338,70, 0
1339,29, 0
1340,1, 0
1341,0, 0
1342,1, 0
1343,3, 0
1344,17, 0
1345,23, 0
1346,31, 0
1347,57, 0
1348,85, 0
1349,77, 0
1350,57, 0
1351,51, 0
1352,38, 0
1353,0, 0
1354,29, 0
1355,101, 0
1356,130, 0
1357,123, 0
1358,121, 0
1359,112, 0
1360,41, 0
1361,6, 0
1362,70, 0
1363,179, 0
1364,243, 0
1365,251, 0
1366,238, 0
1367,251, 0
1368,289, 0
1369,338, 0
1370,361, 3
1371,340, 5
1372,313, 0
1373,302, 0
1374,305, 0
1375,312, 0
1376,307, 0
1377,264, 0
1378,232, 0
1379,218, 0
1380,189, 0
1381,202, 0
1382,211, 0
1383,221, 0
1384,216, 0
1385,211, 0
1386,211, 0
1387,255, 0
1388,264, 0
1389,233, 0
1390,242, 0
1391,293, 0
1392,381, 2
1393,466, 27
1394,533, 62
1395,467, 73
1396,317, 44
1397,110, 2
1398,78, 0
1399,273, 0
1400,419, 6
1401,493, 44
1402,447, 58
1403,319, 40
1404,165, 3
1405,18, 0
1406,31, 0
1407,58, 0
1408,63, 0
1409,60, 0
1410,32, 0
1411,13, 0
1412,13, 0
1413,19, 0
1414,63, 0
1415,115, 0
1416,216, 0
1417,244, 0
1418,234, 0
1419,124, 0
1420,13, 0
1421,74, 0
1422,108, 0
1423,92, 0
1424,6, 0
1425,40, 0
1426,51, 0
1427,35, 0
1428,57, 0
1429,130, 0
1430,241, 0
1431,338, 0
1432,403, 4
1433,441, 25
1434,490, 44
1435,537, 64
1436,607, 92
1437,696, 125
1438,750, 158
1439,782, 187
1440,792, 204
1441,780, 207
1442,763, 210
1443,700, 198
1444,574, 164
1445,385, 102
1446,145, 20
1447,35, 0
1448,149, 0
1449,231, 0
1450,336, 0
1451,413, 9
1452,470, 38
1453,497, 58
1454,416, 56
1455,243, 21
1456,102, 0
1457,11, 0
1458,51, 0
1459,54, 0
1460,8, 0
1461,20, 0
1462,108, 0
1463,166, 0
1464,183, 0
1465,195, 0
1466,180, 0
1467,157, 0
1468,124, 0
1469,92, 0
1470,61, 0
1471,62, 0
1472,48, 0
1473,7, 0
1474,9, 0
1475,58, 0
1476,87, 0
1477,135, 0
1478,133, 0
1479,108, 0
1480,51, 0
1481,25, 0
1482,80, 0
1483,186, 0
1484,317, 0
1485,512, 20
1486,618, 75
1487,651, 112
1488,600, 127
1489,495, 106
1490,348, 63
1491,195, 9
1492,65, 0
1493,6, 0
1494,39, 0
1495,133, 0
1496,207, 0
1497,267, 0
1498,300, 0
1499,291, 0
1500,273, 0
1501,263, 0
1502,253, 0
1503,265, 0
1504,302, 0
1505,325, 0
1506,345, 0
1507,376, 7
1508,426, 19
1509,446, 38
1510,411, 41
1511,298, 17
1512,166, 0
1513,72, 0
1514,12, 0
1515,25, 0
1516,79, 0
1517,111, 0
1518,133, 0
1519,113, 0
1520,90, 0
1521,69, 0
1522,60, 0
1523,51, 0
1524,38, 0
1525,7, 0
1526,5, 0
1527,44, 0
1528,69, 0
1529,92, 0
1530,77, 0
1531,45, 0
1532,25, 0
1533,0, 0
1534,31, 0
1535,72, 0
1536,88, 0
1537,76, 0
1538,47, 0
1539,30, 0
1540,30, 0
1541,1, 0
1542,0, 0
1543,0, 0
1544,0, 0
1545,36, 0
1546,170, 0
1547,294, 0
1548,376, 0
1549,430, 19
1550,470, 39
1551,494, 52
1552,503, 65
1553,488, 70
1554,457, 63
1555,420, 48
1556,387, 37
1557,348, 19
1558,337, 7
1559,328, 2
1560,285, 0
1561,268, 0
1562,276, 0
1563,301, 0
1564,348, 0
1565,415, 11
1566,430, 24
1567,446, 39
1568,454, 44
1569,423, 44
1570,373, 32
1571,263, 7
1572,107, 0
1573,5, 0
1574,0, 0
1575,1, 0
1576,13, 0
1577,76, 0
1578,111, 0
1579,139, 0
1580,161, 0
1581,179, 0
1582,183, 0
1583,160, 0
1584,92, 0
1585,22, 0
1586,6, 0
1587,55, 0
1588,128, 0
1589,216, 0
1590,311, 0
1591,379, 6
1592,398, 23
1593,355, 25
1594,273, 11
1595,173, 0
1596,56, 0
1597,2, 0
1598,37, 0
1599,68, 0
1600,64, 0
1601,59, 0
1602,34, 0
1603,38, 0
1604,60, 0
1605,63, 0
1606,106, 0
1607,200, 0
1608,229, 0
1609,195, 0
1610,128, 0
1611,72, 0
1612,62, 0
1613,95, 0
1614,131, 0
1615,136, 0
1616,123, 0
1617,130, 0
1618,158, 0
1619,220, 0
1620,308, 0
1621,337, 0
1622,336, 0
1623,371, 1
1624,408, 13
1625,431, 26
1626,435, 35
1627,436, 41
1628,451, 43
1629,460, 51
1630,436, 50
1631,348, 34
1632,217, 3
1633,64, 0
1634,3, 0
1635,5, 0
1636,24, 0
1637,75, 0
1638,102, 0
1639,109, 0
1640,87, 0
1641,86, 0
1642,64, 0
1643,20, 0
1644,0, 0
1645,28, 0
1646,38, 0
1647,38, 0
1648,38, 0
1649,54, 0
1650,100, 0
1651,145, 0
1652,154, 0
1653,151, 0
1654,150, 0
1655,133, 0
1656,83, 0
1657,19, 0
1658,10, 0
1659,88, 0
1660,173, 0
1661,216, 0
1662,191, 0
1663,41, 0
1664,113, 0
1665,267, 0
1666,348, 0
1667,311, 1
1668,112, 0
1669,75, 0
1670,236, 0
1671,338, 0
1672,373, 4
1673,396, 12
1674,411, 23
1675,427, 31
1676,420, 32
1677,417, 35
1678,444, 38
1679,469, 43
1680,494, 56
1681,532, 68
1682,563, 84
1683,594, 99
1684,603, 112
1685,563, 116
1686,505, 95
1687,413, 72
1688,404, 47
1689,390, 36
1690,403, 30
1691,403, 28
1692,391, 29
1693,357, 19
1694,305, 5
1695,324, 1
1696,370, 7
1697,420, 22
1698,477, 42
1699,513, 68
1700,456, 72
1701,383, 51
1702,349, 32
1703,407, 27
1704,491, 48
1705,505, 73
1706,393, 63
1707,159, 14
1708,72, 0
1709,282, 0
1710,462, 17
1711,552, 62
1712,569, 95
1713,510, 99
1714,410, 77
1715,306, 42
1716,197, 6
1717,111, 0
1718,102, 0
1719,204, 0
1720,363, 0
1721,558, 41
1722,720, 109
1723,832, 179
1724,865, 224
1725,813, 239
1726,657, 216
1727,457, 145
1728,226, 57
1729,35, 0
1730,185, 0
1731,280, 0
1732,312, 0
1733,321, 0
1734,329, 0
1735,361, 3
1736,403, 13
1737,437, 25
1738,451, 38
1739,450, 44
1740,457, 44
1741,486, 55
1742,566, 73
1743,624, 101
1744,679, 128
1745,739, 154
1746,745, 177
1747,732, 184
1748,713, 186
1749,716, 183
1750,722, 183
1751,685, 181
1752,628, 164
1753,582, 143
1754,465, 107
1755,291, 51
1756,189, 5
1757,135, 0
1758,129, 0
1759,184, 0
1760,264, 0
1761,305, 0
1762,328, 0
1763,326, 3
1764,280, 0
1765,159, 0
1766,22, 0
1767,90, 0
1768,164, 0
1769,144, 0
1770,71, 0
1771,23, 0
1772,101, 0
1773,167, 0
1774,202, 0
1775,184, 0
1776,93, 0
1777,10, 0
1778,94, 0
1779,151, 0
1780,176, 0
1781,148, 0
1782,93, 0
1783,39, 0
1784,19, 0
1785,56, 0
1786,89, 0
1787,106, 0
1788,130, 0
1789,108, 0
1790,31, 0
1791,25, 0
1792,63, 0
1793,94, 0
1794,113, 0
1795,130, 0
1796,151, 0
1797,164, 0
1798,181, 0
1799,208, 0
1800,242, 0
1801,322, 0
1802,381, 0
1803,434, 21
1804,454, 37
1805,464, 45
1806,456, 50
1807,419, 45
1808,411, 36
1809,399, 35
1810,370, 25
1811,327, 12
1812,277, 0
1813,207, 0
1814,139, 0
1815,44, 0
1816,23, 0
1817,84, 0
1818,76, 0
1819,38, 0
1820,11, 0
1821,61, 0
1822,86, 0
1823,54, 0
1824,12, 0
1825,1, 0
1826,70, 0
1827,139, 0
1828,196, 0
1829,192, 0
1830,149, 0
1831,89, 0
1832,38, 0
1833,2, 0
1834,4, 0
1835,27, 0
1836,59, 0
1837,109, 0
1838,145, 0
1839,183, 0
1840,211, 0
1841,226, 0
1842,232, 0
1843,234, 0
1844,254, 0
1845,257, 0
1846,215, 0
1847,189, 0
1848,176, 0
1849,171, 0
1850,203, 0
1851,277, 0
1852,294, 0
1853,255, 0
1854,223, 0
1855,189, 0
1856,133, 0
1857,38, 0
1858,6, 0
1859,37, 0
1860,10, 0
1861,35, 0
1862,127, 0
1863,180, 0
1864,212, 0
1865,198, 0
1866,186, 0
1867,218, 0
1868,287, 0
